Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rubritepida
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulforhopalus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Microechinospora
Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Caminibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Defluvibacter
Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Dethiosulfovibrio
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Coccobacillus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcales	Phacelogeminus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionimicrobium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Asanoa
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Fulvimonas
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora
Bacteria	Aquificae	Aquificae	Aquificales	Desulfurobacteriaceae	Balnearium
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Chlorochromatium
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Dermatophylus
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Mikrokokkus
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Gunflintia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Trabulsiella
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Soehngenia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Einheimischer
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Haloanaerobacter
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Gelria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridialesincertaesedis	Fusibacter
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azonexus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catenuloplanes
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Siderocapsaceae	Ferrobacillus
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofaba
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Prosthecochloris
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridialesincertaesedis	Symbiobacterium
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanobacter
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halanaerobacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydozoon
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Thermobifida
Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Denitrobacillus
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Ermengemillus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Rhodoblastus
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Daptobacter
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Kitasatospora
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridialesincertaesedis	Anaerovorax
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktotricoides
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacterium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Williamsia
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Alginobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Amylobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiomargarita
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiospirillum
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Formivibrio
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconoacetobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Aquabacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Agarbacterium
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythromicrobium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kibdelosporangium
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Acetogenium
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaerobacter
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetogluconobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Thermosyntropha
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Chlorobacterium
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Planotetraspora
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirosymplokos
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Haloincola
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caldimonas
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azomonotrichon
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa
Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Asteroleplasma
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Microellobosporia
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Granulobacter
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinosynnema
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Nonomuraea
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Isosphaera
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succinispira
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Couchioplanes
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Actinobifida
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Spirillaceae	Dicrospirillum
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Hydrogenomonas
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Acetothermus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioalkalispira
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Gemmiger
Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Caseobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
Bacteria	Cyanobacteria	Cyanophyceae	Spirulinales	Spirulinaceae	Halospirulina
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Weinbergillus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Thiovelum
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfonispora
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophospora
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Zopfius
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Betabacterium
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Prolinoborus
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Falcivibrio
Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus
Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Anaerophaga
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiothece
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Calymmatobacterium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paralactobacillus
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Fusiformis
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Elytrosporangium
Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Arthromitus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Spirilliplanes
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anoxynatronum
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Ancalochloris
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Saligentibacter
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Saccharobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azorhizophilus
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculatum
Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylovorus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Heteroleibleiniaceae	Tapinothrix
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Hymenobacteraceae	Hymenobacter
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Dichothrix
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Cyanothrichaceae	Johannesbaptistia
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Anaerobaculum
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanogranis
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Prochlorotrichaceae	Prochlorothrix
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Hypheothrix
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Gloeocapsomorpha
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Homoeotrichaceae	Leptochaete
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Myxosarcina
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Xenococcaceae	Chadefaudiothrix
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Chamaesiphonaceae	Chamaesiphonopsis
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Coleofasciculaceae	Geitlerinema
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Symphyonemataceae	Palaeopleurocapsa
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Parthasarathiella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Cylindrospermum
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Schmidleinema
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsopsis
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Symphyonemataceae	Symphyonemopsis
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Plexostromataceae	Cyanostroma
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Brevitrichoides
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeothecites
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Gloeotrichata
Bacteria	Cyanobacteria	Cyanophyceae	Gloeobacterales	Gloeobacteraceae	Gloeobacter
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Ammatoideaceae	Kuetzingina
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocales	Circumvaginalis
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Globuloella
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Caudatiphycus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Caudiculophycus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Poecilophycus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Chaptchaica
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Archaeozoon
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Eomycetopsis
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Dolatophycus
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Porostromataawaitingallocation	Ottonosia
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcales	Pleurocapsites
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Lermontovaephycaceae	Angarophycus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Cyanodermatium
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Veteronostocale
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Palaeoanabaena
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Aulophycus
Bacteria	Cyanobacteria	Cyanophyceae	Acrescentida	Gymnosolenidae	Gymnosolen
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Trachytrichoides
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Lamellostromataceae	Lamellostroma
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Trichostromataceae	Leptotrichomaria
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Aphralysiaceae	Aphralysia
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Graniferaceae	Granifer
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Tubulosa
